CI_lo,mean,CI_hi,var,geo_price,N,time,
25.0397,34.5274,44.015,2343.19,29.6485,100,0.003085,
25.8503,28.4957,31.141,1821.58,29.6485,1000,0.02936,
28.6707,29.5768,30.4829,2137.2,29.6485,10000,0.264321,
29.3086,29.5979,29.8871,2178.03,29.6485,100000,2.68124,
29.5111,29.6023,29.6936,2168.02,29.6485,1e+06,26.4982,
29.6206,29.6495,29.6784,2170.54,29.6485,1e+07,278.134,
29.6465,29.6556,29.6648,2170.74,29.6485,1e+08,2681.81,
