CI_lo,mean,CI_hi,var,geo_price,N,time,
30.812,31.2186,31.6252,3.87403,29.6485,100,0.002927,
31.0278,31.1505,31.2731,3.5234,29.6485,1000,0.031175,
31.0359,31.0693,31.1027,2.61229,29.6485,10000,0.293403,
31.0681,31.0788,31.0894,2.65035,29.6485,100000,3.04044,
31.0749,31.0783,31.0817,2.64561,29.6485,1e+06,29.7082,
31.0768,31.0779,31.0789,2.61434,29.6485,1e+07,306.469,
31.078,31.0784,31.0787,2.61654,29.6485,1e+08,3016.34,
